Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AC-Condutor Moto/Caminhão;101
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AD-Condutor Moto/Ônibus;803
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AE-Condutor Moto/Carreta;66
Centro-Oeste;Distrito Federal;Masculino;71 a 80;B-Condutor Carro;29138
Centro-Oeste;Distrito Federal;Masculino;71 a 80;C-Condutor Caminhão;862
Centro-Oeste;Distrito Federal;Masculino;71 a 80;D-Condutor Ônibus;5829
Centro-Oeste;Distrito Federal;Masculino;71 a 80;E-Condutor Carreta;344
Centro-Oeste;Distrito Federal;Masculino;81 a 90;A-Condutor Moto;11
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AB-Condutor Moto/Carro;643
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AC-Condutor Moto/Caminhão;19
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AD-Condutor Moto/Ônibus;164
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AE-Condutor Moto/Carreta;4
Centro-Oeste;Distrito Federal;Masculino;81 a 90;B-Condutor Carro;13481
Centro-Oeste;Distrito Federal;Masculino;81 a 90;C-Condutor Caminhão;283
Centro-Oeste;Distrito Federal;Masculino;81 a 90;D-Condutor Ônibus;2047
Centro-Oeste;Distrito Federal;Masculino;81 a 90;E-Condutor Carreta;61
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AB-Condutor Moto/Carro;116
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AC-Condutor Moto/Caminhão;2
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AD-Condutor Moto/Ônibus;15
Centro-Oeste;Distrito Federal;Masculino;91 a 100;B-Condutor Carro;3740
Centro-Oeste;Distrito Federal;Masculino;91 a 100;C-Condutor Caminhão;32
Centro-Oeste;Distrito Federal;Masculino;91 a 100;D-Condutor Ônibus;274
Centro-Oeste;Distrito Federal;Masculino;101 a 120;AB-Condutor Moto/Carro;6
Centro-Oeste;Distrito Federal;Masculino;101 a 120;B-Condutor Carro;335
Centro-Oeste;Distrito Federal;Masculino;101 a 120;D-Condutor Ônibus;6
Centro-Oeste;Distrito Federal;Feminino;18 a 21;A-Condutor Moto;75
Centro-Oeste;Distrito Federal;Feminino;18 a 21;AB-Condutor Moto/Carro;2566
Centro-Oeste;Distrito Federal;Feminino;18 a 21;B-Condutor Carro;20257
Centro-Oeste;Distrito Federal;Feminino;18 a 21;D-Condutor Ônibus;1
Centro-Oeste;Distrito Federal;Feminino;22 a 25;A-Condutor Moto;303
Centro-Oeste;Distrito Federal;Feminino;22 a 25;AB-Condutor Moto/Carro;6187
Centro-Oeste;Distrito Federal;Feminino;22 a 25;AD-Condutor Moto/Ônibus;18
Centro-Oeste;Distrito Federal;Feminino;22 a 25;B-Condutor Carro;42471
Centro-Oeste;Distrito Federal;Feminino;22 a 25;D-Condutor Ônibus;55
Centro-Oeste;Distrito Federal;Feminino;26 a 30;A-Condutor Moto;516
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AB-Condutor Moto/Carro;11086
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AD-Condutor Moto/Ônibus;153
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AE-Condutor Moto/Carreta;4
Centro-Oeste;Distrito Federal;Feminino;26 a 30;B-Condutor Carro;66195
Centro-Oeste;Distrito Federal;Feminino;26 a 30;C-Condutor Caminhão;1
Centro-Oeste;Distrito Federal;Feminino;26 a 30;D-Condutor Ônibus;268
Centro-Oeste;Distrito Federal;Feminino;26 a 30;E-Condutor Carreta;1
Centro-Oeste;Distrito Federal;Feminino;31 a 40;A-Condutor Moto;1013
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AB-Condutor Moto/Carro;20556
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AC-Condutor Moto/Caminhão;5
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AD-Condutor Moto/Ônibus;713
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AE-Condutor Moto/Carreta;44
Centro-Oeste;Distrito Federal;Feminino;31 a 40;B-Condutor Carro;171773
Centro-Oeste;Distrito Federal;Feminino;31 a 40;C-Condutor Caminhão;4
Centro-Oeste;Distrito Federal;Feminino;31 a 40;D-Condutor Ônibus;1190
Centro-Oeste;Distrito Federal;Feminino;31 a 40;E-Condutor Carreta;15
Centro-Oeste;Distrito Federal;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Distrito Federal;Feminino;41 a 50;A-Condutor Moto;437
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AB-Condutor Moto/Carro;8486
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AC-Condutor Moto/Caminhão;57
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AD-Condutor Moto/Ônibus;600
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AE-Condutor Moto/Carreta;39
Centro-Oeste;Distrito Federal;Feminino;41 a 50;B-Condutor Carro;131163
Centro-Oeste;Distrito Federal;Feminino;41 a 50;C-Condutor Caminhão;115
Centro-Oeste;Distrito Federal;Feminino;41 a 50;D-Condutor Ônibus;1649
Centro-Oeste;Distrito Federal;Feminino;41 a 50;E-Condutor Carreta;30
Centro-Oeste;Distrito Federal;Feminino;51 a 60;A-Condutor Moto;90
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AB-Condutor Moto/Carro;3221
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AC-Condutor Moto/Caminhão;62
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AD-Condutor Moto/Ônibus;251
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AE-Condutor Moto/Carreta;15
Centro-Oeste;Distrito Federal;Feminino;51 a 60;B-Condutor Carro;85908
Centro-Oeste;Distrito Federal;Feminino;51 a 60;C-Condutor Caminhão;194
Centro-Oeste;Distrito Federal;Feminino;51 a 60;D-Condutor Ônibus;1090
Centro-Oeste;Distrito Federal;Feminino;51 a 60;E-Condutor Carreta;17
Centro-Oeste;Distrito Federal;Feminino;61 a 70;A-Condutor Moto;5
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AB-Condutor Moto/Carro;721
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AC-Condutor Moto/Caminhão;8
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AD-Condutor Moto/Ônibus;36
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AE-Condutor Moto/Carreta;4
Centro-Oeste;Distrito Federal;Feminino;61 a 70;B-Condutor Carro;48099
Centro-Oeste;Distrito Federal;Feminino;61 a 70;C-Condutor Caminhão;46
Centro-Oeste;Distrito Federal;Feminino;61 a 70;D-Condutor Ônibus;427
Centro-Oeste;Distrito Federal;Feminino;61 a 70;E-Condutor Carreta;6
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AB-Condutor Moto/Carro;69
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AD-Condutor Moto/Ônibus;5
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AE-Condutor Moto/Carreta;1
Centro-Oeste;Distrito Federal;Feminino;71 a 80;B-Condutor Carro;18589
Centro-Oeste;Distrito Federal;Feminino;71 a 80;C-Condutor Caminhão;12
Centro-Oeste;Distrito Federal;Feminino;71 a 80;D-Condutor Ônibus;67
Centro-Oeste;Distrito Federal;Feminino;81 a 90;AB-Condutor Moto/Carro;10
Centro-Oeste;Distrito Federal;Feminino;81 a 90;B-Condutor Carro;5138
Centro-Oeste;Distrito Federal;Feminino;81 a 90;C-Condutor Caminhão;4
Centro-Oeste;Distrito Federal;Feminino;81 a 90;D-Condutor Ônibus;11
Centro-Oeste;Distrito Federal;Feminino;91 a 100;AB-Condutor Moto/Carro;1
Centro-Oeste;Distrito Federal;Feminino;91 a 100;B-Condutor Carro;823
Centro-Oeste;Distrito Federal;Feminino;91 a 100;E-Condutor Carreta;1
Centro-Oeste;Distrito Federal;Feminino;101 a 120;B-Condutor Carro;30
Centro-Oeste;Goiás;Masculino;18 a 21;A-Condutor Moto;2263
Centro-Oeste;Goiás;Masculino;18 a 21;AB-Condutor Moto/Carro;52447
Centro-Oeste;Goiás;Masculino;18 a 21;AC-Condutor Moto/Caminhão;203
Centro-Oeste;Goiás;Masculino;18 a 21;AD-Condutor Moto/Ônibus;173
Centro-Oeste;Goiás;Masculino;18 a 21;AE-Condutor Moto/Carreta;13
Centro-Oeste;Goiás;Masculino;18 a 21;B-Condutor Carro;16050
Centro-Oeste;Goiás;Masculino;18 a 21;C-Condutor Caminhão;20
Centro-Oeste;Goiás;Masculino;18 a 21;D-Condutor Ônibus;10
Centro-Oeste;Goiás;Masculino;18 a 21;E-Condutor Carreta;3
Centro-Oeste;Goiás;Masculino;22 a 25;A-Condutor Moto;6897
Centro-Oeste;Goiás;Masculino;22 a 25;AB-Condutor Moto/Carro;96889
Centro-Oeste;Goiás;Masculino;22 a 25;AC-Condutor Moto/Caminhão;647
Centro-Oeste;Goiás;Masculino;22 a 25;AD-Condutor Moto/Ônibus;4803
Centro-Oeste;Goiás;Masculino;22 a 25;AE-Condutor Moto/Carreta;813
Centro-Oeste;Goiás;Masculino;22 a 25;B-Condutor Carro;25295
Centro-Oeste;Goiás;Masculino;22 a 25;C-Condutor Caminhão;70
Centro-Oeste;Goiás;Masculino;22 a 25;D-Condutor Ônibus;323
Centro-Oeste;Goiás;Masculino;22 a 25;E-Condutor Carreta;53
Centro-Oeste;Goiás;Masculino;26 a 30;A-Condutor Moto;12235
Centro-Oeste;Goiás;Masculino;26 a 30;AB-Condutor Moto/Carro;129053
Centro-Oeste;Goiás;Masculino;26 a 30;AC-Condutor Moto/Caminhão;1514
Centro-Oeste;Goiás;Masculino;26 a 30;AD-Condutor Moto/Ônibus;17906
Centro-Oeste;Goiás;Masculino;26 a 30;AE-Condutor Moto/Carreta;5487
Centro-Oeste;Goiás;Masculino;26 a 30;B-Condutor Carro;31552
Centro-Oeste;Goiás;Masculino;26 a 30;C-Condutor Caminhão;137
Centro-Oeste;Goiás;Masculino;26 a 30;D-Condutor Ônibus;1224
Centro-Oeste;Goiás;Masculino;26 a 30;E-Condutor Carreta;277
Centro-Oeste;Goiás;Masculino;31 a 40;A-Condutor Moto;22532
Centro-Oeste;Goiás;Masculino;31 a 40;AB-Condutor Moto/Carro;231838
Centro-Oeste;Goiás;Masculino;31 a 40;AC-Condutor Moto/Caminhão;4009
Centro-Oeste;Goiás;Masculino;31 a 40;AD-Condutor Moto/Ônibus;57297
Centro-Oeste;Goiás;Masculino;31 a 40;AE-Condutor Moto/Carreta;23755
Centro-Oeste;Goiás;Masculino;31 a 40;B-Condutor Carro;73764
Centro-Oeste;Goiás;Masculino;31 a 40;C-Condutor Caminhão;1068
Centro-Oeste;Goiás;Masculino;31 a 40;D-Condutor Ônibus;8245
Centro-Oeste;Goiás;Masculino;31 a 40;E-Condutor Carreta;3455
Centro-Oeste;Goiás;Masculino;41 a 50;A-Condutor Moto;14403
Centro-Oeste;Goiás;Masculino;41 a 50;AB-Condutor Moto/Carro;142710
Centro-Oeste;Goiás;Masculino;41 a 50;AC-Condutor Moto/Caminhão;10514
Centro-Oeste;Goiás;Masculino;41 a 50;AD-Condutor Moto/Ônibus;47783
Centro-Oeste;Goiás;Masculino;41 a 50;AE-Condutor Moto/Carreta;20041
Centro-Oeste;Goiás;Masculino;41 a 50;B-Condutor Carro;76460
Centro-Oeste;Goiás;Masculino;41 a 50;C-Condutor Caminhão;4660
Centro-Oeste;Goiás;Masculino;41 a 50;D-Condutor Ônibus;17173
Centro-Oeste;Goiás;Masculino;41 a 50;E-Condutor Carreta;7660
Centro-Oeste;Goiás;Masculino;51 a 60;A-Condutor Moto;8477
Centro-Oeste;Goiás;Masculino;51 a 60;AB-Condutor Moto/Carro;72974
Centro-Oeste;Goiás;Masculino;51 a 60;AC-Condutor Moto/Caminhão;14099
Centro-Oeste;Goiás;Masculino;51 a 60;AD-Condutor Moto/Ônibus;30166
Centro-Oeste;Goiás;Masculino;51 a 60;AE-Condutor Moto/Carreta;9887
Centro-Oeste;Goiás;Masculino;51 a 60;B-Condutor Carro;70459
Centro-Oeste;Goiás;Masculino;51 a 60;C-Condutor Caminhão;11942
Centro-Oeste;Goiás;Masculino;51 a 60;D-Condutor Ônibus;23094
Centro-Oeste;Goiás;Masculino;51 a 60;E-Condutor Carreta;7744
Centro-Oeste;Goiás;Masculino;51 a 60;XC-Condutor Ciclomotor/Caminhão;1
Centro-Oeste;Goiás;Masculino;61 a 70;A-Condutor Moto;3268
Centro-Oeste;Goiás;Masculino;61 a 70;AB-Condutor Moto/Carro;27110
Centro-Oeste;Goiás;Masculino;61 a 70;AC-Condutor Moto/Caminhão;6249
Centro-Oeste;Goiás;Masculino;61 a 70;AD-Condutor Moto/Ônibus;10772
Centro-Oeste;Goiás;Masculino;61 a 70;AE-Condutor Moto/Carreta;2803
Centro-Oeste;Goiás;Masculino;61 a 70;B-Condutor Carro;60104
Centro-Oeste;Goiás;Masculino;61 a 70;C-Condutor Caminhão;13171
Centro-Oeste;Goiás;Masculino;61 a 70;D-Condutor Ônibus;18946
Centro-Oeste;Goiás;Masculino;61 a 70;E-Condutor Carreta;5132
Centro-Oeste;Goiás;Masculino;71 a 80;A-Condutor Moto;991
Centro-Oeste;Goiás;Masculino;71 a 80;AB-Condutor Moto/Carro;9418
Centro-Oeste;Goiás;Masculino;71 a 80;AC-Condutor Moto/Caminhão;1289
Centro-Oeste;Goiás;Masculino;71 a 80;AD-Condutor Moto/Ônibus;2138
Centro-Oeste;Goiás;Masculino;71 a 80;AE-Condutor Moto/Carreta;247
Centro-Oeste;Goiás;Masculino;71 a 80;B-Condutor Carro;39657
Centro-Oeste;Goiás;Masculino;71 a 80;C-Condutor Caminhão;5823
Centro-Oeste;Goiás;Masculino;71 a 80;D-Condutor Ônibus;7602
Centro-Oeste;Goiás;Masculino;71 a 80;E-Condutor Carreta;1093
Centro-Oeste;Goiás;Masculino;81 a 90;A-Condutor Moto;206
Centro-Oeste;Goiás;Masculino;81 a 90;AB-Condutor Moto/Carro;2127
Centro-Oeste;Goiás;Masculino;81 a 90;AC-Condutor Moto/Caminhão;165
Centro-Oeste;Goiás;Masculino;81 a 90;AD-Condutor Moto/Ônibus;331
Centro-Oeste;Goiás;Masculino;81 a 90;AE-Condutor Moto/Carreta;13
Centro-Oeste;Goiás;Masculino;81 a 90;B-Condutor Carro;17684
Centro-Oeste;Goiás;Masculino;81 a 90;C-Condutor Caminhão;1656
Centro-Oeste;Goiás;Masculino;81 a 90;D-Condutor Ônibus;2258
Centro-Oeste;Goiás;Masculino;81 a 90;E-Condutor Carreta;133
Centro-Oeste;Goiás;Masculino;91 a 100;A-Condutor Moto;16
Centro-Oeste;Goiás;Masculino;91 a 100;AB-Condutor Moto/Carro;210
Centro-Oeste;Goiás;Masculino;91 a 100;AC-Condutor Moto/Caminhão;10
Centro-Oeste;Goiás;Masculino;91 a 100;AD-Condutor Moto/Ônibus;11
Centro-Oeste;Goiás;Masculino;91 a 100;B-Condutor Carro;4811
Centro-Oeste;Goiás;Masculino;91 a 100;C-Condutor Caminhão;153
Centro-Oeste;Goiás;Masculino;91 a 100;D-Condutor Ônibus;216
Centro-Oeste;Goiás;Masculino;91 a 100;E-Condutor Carreta;6
Centro-Oeste;Goiás;Masculino;101 a 120;AB-Condutor Moto/Carro;11
Centro-Oeste;Goiás;Masculino;101 a 120;B-Condutor Carro;388
Centro-Oeste;Goiás;Masculino;101 a 120;C-Condutor Caminhão;3
Centro-Oeste;Goiás;Masculino;101 a 120;D-Condutor Ônibus;5
Centro-Oeste;Goiás;Feminino;18 a 21;A-Condutor Moto;986
Centro-Oeste;Goiás;Feminino;18 a 21;AB-Condutor Moto/Carro;19404
Centro-Oeste;Goiás;Feminino;18 a 21;AC-Condutor Moto/Caminhão;3
Centro-Oeste;Goiás;Feminino;18 a 21;AD-Condutor Moto/Ônibus;2
Centro-Oeste;Goiás;Feminino;18 a 21;B-Condutor Carro;16421
Centro-Oeste;Goiás;Feminino;22 a 25;A-Condutor Moto;4364
Centro-Oeste;Goiás;Feminino;22 a 25;AB-Condutor Moto/Carro;45081
Centro-Oeste;Goiás;Feminino;22 a 25;AC-Condutor Moto/Caminhão;9
Centro-Oeste;Goiás;Feminino;22 a 25;AD-Condutor Moto/Ônibus;178
Centro-Oeste;Goiás;Feminino;22 a 25;AE-Condutor Moto/Carreta;7
Centro-Oeste;Goiás;Feminino;22 a 25;B-Condutor Carro;32797
Centro-Oeste;Goiás;Feminino;22 a 25;D-Condutor Ônibus;24
Centro-Oeste;Goiás;Feminino;26 a 30;A-Condutor Moto;8418
Centro-Oeste;Goiás;Feminino;26 a 30;AB-Condutor Moto/Carro;68817
Centro-Oeste;Goiás;Feminino;26 a 30;AC-Condutor Moto/Caminhão;33
Centro-Oeste;Goiás;Feminino;26 a 30;AD-Condutor Moto/Ônibus;713
Centro-Oeste;Goiás;Feminino;26 a 30;AE-Condutor Moto/Carreta;85
Centro-Oeste;Goiás;Feminino;26 a 30;B-Condutor Carro;48842
Centro-Oeste;Goiás;Feminino;26 a 30;C-Condutor Caminhão;10
Centro-Oeste;Goiás;Feminino;26 a 30;D-Condutor Ônibus;99
Centro-Oeste;Goiás;Feminino;26 a 30;E-Condutor Carreta;2
Centro-Oeste;Goiás;Feminino;31 a 40;A-Condutor Moto;18464
Centro-Oeste;Goiás;Feminino;31 a 40;AB-Condutor Moto/Carro;127934
Centro-Oeste;Goiás;Feminino;31 a 40;AC-Condutor Moto/Caminhão;85
Centro-Oeste;Goiás;Feminino;31 a 40;AD-Condutor Moto/Ônibus;2285
Centro-Oeste;Goiás;Feminino;31 a 40;AE-Condutor Moto/Carreta;312
Centro-Oeste;Goiás;Feminino;31 a 40;B-Condutor Carro;124163
Centro-Oeste;Goiás;Feminino;31 a 40;C-Condutor Caminhão;44
Centro-Oeste;Goiás;Feminino;31 a 40;D-Condutor Ônibus;604
Centro-Oeste;Goiás;Feminino;31 a 40;E-Condutor Carreta;33
Centro-Oeste;Goiás;Feminino;41 a 50;A-Condutor Moto;12437
Centro-Oeste;Goiás;Feminino;41 a 50;AB-Condutor Moto/Carro;61752
Centro-Oeste;Goiás;Feminino;41 a 50;AC-Condutor Moto/Caminhão;163
Centro-Oeste;Goiás;Feminino;41 a 50;AD-Condutor Moto/Ônibus;1479
Centro-Oeste;Goiás;Feminino;41 a 50;AE-Condutor Moto/Carreta;255
Centro-Oeste;Goiás;Feminino;41 a 50;B-Condutor Carro;113461
Centro-Oeste;Goiás;Feminino;41 a 50;C-Condutor Caminhão;142
Centro-Oeste;Goiás;Feminino;41 a 50;D-Condutor Ônibus;990
Centro-Oeste;Goiás;Feminino;41 a 50;E-Condutor Carreta;68
Centro-Oeste;Goiás;Feminino;51 a 60;A-Condutor Moto;4232
Centro-Oeste;Goiás;Feminino;51 a 60;AB-Condutor Moto/Carro;17294
Centro-Oeste;Goiás;Feminino;51 a 60;AC-Condutor Moto/Caminhão;154
Centro-Oeste;Goiás;Feminino;51 a 60;AD-Condutor Moto/Ônibus;457
Centro-Oeste;Goiás;Feminino;51 a 60;AE-Condutor Moto/Carreta;70
Centro-Oeste;Goiás;Feminino;51 a 60;B-Condutor Carro;86270
Centro-Oeste;Goiás;Feminino;51 a 60;C-Condutor Caminhão;319
Centro-Oeste;Goiás;Feminino;51 a 60;D-Condutor Ônibus;842
Centro-Oeste;Goiás;Feminino;51 a 60;E-Condutor Carreta;50
Centro-Oeste;Goiás;Feminino;61 a 70;A-Condutor Moto;628
Centro-Oeste;Goiás;Feminino;61 a 70;AB-Condutor Moto/Carro;2307
Centro-Oeste;Goiás;Feminino;61 a 70;AC-Condutor Moto/Caminhão;30
Centro-Oeste;Goiás;Feminino;61 a 70;AD-Condutor Moto/Ônibus;67
Centro-Oeste;Goiás;Feminino;61 a 70;AE-Condutor Moto/Carreta;13
Centro-Oeste;Goiás;Feminino;61 a 70;B-Condutor Carro;46594
Centro-Oeste;Goiás;Feminino;61 a 70;C-Condutor Caminhão;181
Centro-Oeste;Goiás;Feminino;61 a 70;D-Condutor Ônibus;285
Centro-Oeste;Goiás;Feminino;61 a 70;E-Condutor Carreta;17
Centro-Oeste;Goiás;Feminino;71 a 80;A-Condutor Moto;51
Centro-Oeste;Goiás;Feminino;71 a 80;AB-Condutor Moto/Carro;206
Centro-Oeste;Goiás;Feminino;71 a 80;AC-Condutor Moto/Caminhão;6
Centro-Oeste;Goiás;Feminino;71 a 80;AD-Condutor Moto/Ônibus;13
Centro-Oeste;Goiás;Feminino;71 a 80;AE-Condutor Moto/Carreta;2
Centro-Oeste;Goiás;Feminino;71 a 80;B-Condutor Carro;15579
Centro-Oeste;Goiás;Feminino;71 a 80;C-Condutor Caminhão;46
Centro-Oeste;Goiás;Feminino;71 a 80;D-Condutor Ônibus;51
Centro-Oeste;Goiás;Feminino;71 a 80;E-Condutor Carreta;1
Centro-Oeste;Goiás;Feminino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Goiás;Feminino;81 a 90;A-Condutor Moto;2
Centro-Oeste;Goiás;Feminino;81 a 90;AB-Condutor Moto/Carro;12
Centro-Oeste;Goiás;Feminino;81 a 90;AD-Condutor Moto/Ônibus;1
