Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Centro-Oeste;Distrito Federal;Masculino;31 a 40;AD-Condutor Moto/Ônibus;20496
Centro-Oeste;Distrito Federal;Masculino;31 a 40;AE-Condutor Moto/Carreta;3846
Centro-Oeste;Distrito Federal;Masculino;31 a 40;B-Condutor Carro;111010
Centro-Oeste;Distrito Federal;Masculino;31 a 40;C-Condutor Caminhão;79
Centro-Oeste;Distrito Federal;Masculino;31 a 40;D-Condutor Ônibus;8520
Centro-Oeste;Distrito Federal;Masculino;31 a 40;E-Condutor Carreta;958
Centro-Oeste;Distrito Federal;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;2
Centro-Oeste;Distrito Federal;Masculino;41 a 50;A-Condutor Moto;1703
Centro-Oeste;Distrito Federal;Masculino;41 a 50;AB-Condutor Moto/Carro;63543
Centro-Oeste;Distrito Federal;Masculino;41 a 50;AC-Condutor Moto/Caminhão;964
Centro-Oeste;Distrito Federal;Masculino;41 a 50;AD-Condutor Moto/Ônibus;26340
Centro-Oeste;Distrito Federal;Masculino;41 a 50;AE-Condutor Moto/Carreta;5713
Centro-Oeste;Distrito Federal;Masculino;41 a 50;B-Condutor Carro;114481
Centro-Oeste;Distrito Federal;Masculino;41 a 50;C-Condutor Caminhão;867
Centro-Oeste;Distrito Federal;Masculino;41 a 50;D-Condutor Ônibus;20526
Centro-Oeste;Distrito Federal;Masculino;41 a 50;E-Condutor Carreta;3089
Centro-Oeste;Distrito Federal;Masculino;41 a 50;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Distrito Federal;Masculino;41 a 50;XC-Condutor Ciclomotor/Caminhão;2
Centro-Oeste;Distrito Federal;Masculino;51 a 60;A-Condutor Moto;721
Centro-Oeste;Distrito Federal;Masculino;51 a 60;AB-Condutor Moto/Carro;32619
Centro-Oeste;Distrito Federal;Masculino;51 a 60;AC-Condutor Moto/Caminhão;2270
Centro-Oeste;Distrito Federal;Masculino;51 a 60;AD-Condutor Moto/Ônibus;16686
Centro-Oeste;Distrito Federal;Masculino;51 a 60;AE-Condutor Moto/Carreta;3000
Centro-Oeste;Distrito Federal;Masculino;51 a 60;B-Condutor Carro;83677
Centro-Oeste;Distrito Federal;Masculino;51 a 60;C-Condutor Caminhão;2077
Centro-Oeste;Distrito Federal;Masculino;51 a 60;D-Condutor Ônibus;20294
Centro-Oeste;Distrito Federal;Masculino;51 a 60;E-Condutor Carreta;2616
Centro-Oeste;Distrito Federal;Masculino;51 a 60;XB-Condutor Ciclomotor/Carro;4
Centro-Oeste;Distrito Federal;Masculino;61 a 70;A-Condutor Moto;243
Centro-Oeste;Distrito Federal;Masculino;61 a 70;AB-Condutor Moto/Carro;14760
Centro-Oeste;Distrito Federal;Masculino;61 a 70;AC-Condutor Moto/Caminhão;1011
Centro-Oeste;Distrito Federal;Masculino;61 a 70;AD-Condutor Moto/Ônibus;6318
Centro-Oeste;Distrito Federal;Masculino;61 a 70;AE-Condutor Moto/Carreta;993
Centro-Oeste;Distrito Federal;Masculino;61 a 70;B-Condutor Carro;58359
Centro-Oeste;Distrito Federal;Masculino;61 a 70;C-Condutor Caminhão;2066
Centro-Oeste;Distrito Federal;Masculino;61 a 70;D-Condutor Ônibus;14654
Centro-Oeste;Distrito Federal;Masculino;61 a 70;E-Condutor Carreta;1824
Centro-Oeste;Distrito Federal;Masculino;61 a 70;XB-Condutor Ciclomotor/Carro;2
Centro-Oeste;Distrito Federal;Masculino;61 a 70;XC-Condutor Ciclomotor/Caminhão;1
Centro-Oeste;Distrito Federal;Masculino;71 a 80;A-Condutor Moto;44
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AB-Condutor Moto/Carro;4307
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AC-Condutor Moto/Caminhão;146
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AD-Condutor Moto/Ônibus;1194
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AE-Condutor Moto/Carreta;136
Centro-Oeste;Distrito Federal;Masculino;71 a 80;B-Condutor Carro;38811
Centro-Oeste;Distrito Federal;Masculino;71 a 80;C-Condutor Caminhão;985
Centro-Oeste;Distrito Federal;Masculino;71 a 80;D-Condutor Ônibus;6652
Centro-Oeste;Distrito Federal;Masculino;71 a 80;E-Condutor Carreta;567
Centro-Oeste;Distrito Federal;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Distrito Federal;Masculino;81 a 90;A-Condutor Moto;19
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AB-Condutor Moto/Carro;1145
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AC-Condutor Moto/Caminhão;35
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AD-Condutor Moto/Ônibus;288
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AE-Condutor Moto/Carreta;10
Centro-Oeste;Distrito Federal;Masculino;81 a 90;B-Condutor Carro;19703
Centro-Oeste;Distrito Federal;Masculino;81 a 90;C-Condutor Caminhão;462
Centro-Oeste;Distrito Federal;Masculino;81 a 90;D-Condutor Ônibus;3282
Centro-Oeste;Distrito Federal;Masculino;81 a 90;E-Condutor Carreta;128
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AB-Condutor Moto/Carro;235
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AC-Condutor Moto/Caminhão;6
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AD-Condutor Moto/Ônibus;38
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AE-Condutor Moto/Carreta;1
Centro-Oeste;Distrito Federal;Masculino;91 a 100;B-Condutor Carro;6865
Centro-Oeste;Distrito Federal;Masculino;91 a 100;C-Condutor Caminhão;82
Centro-Oeste;Distrito Federal;Masculino;91 a 100;D-Condutor Ônibus;660
Centro-Oeste;Distrito Federal;Masculino;91 a 100;E-Condutor Carreta;6
Centro-Oeste;Distrito Federal;Masculino;101 a 120;AB-Condutor Moto/Carro;24
Centro-Oeste;Distrito Federal;Masculino;101 a 120;AD-Condutor Moto/Ônibus;3
Centro-Oeste;Distrito Federal;Masculino;101 a 120;B-Condutor Carro;1050
Centro-Oeste;Distrito Federal;Masculino;101 a 120;C-Condutor Caminhão;1
Centro-Oeste;Distrito Federal;Masculino;101 a 120;D-Condutor Ônibus;33
Centro-Oeste;Distrito Federal;Feminino;18 a 21;A-Condutor Moto;20
Centro-Oeste;Distrito Federal;Feminino;18 a 21;AB-Condutor Moto/Carro;2734
Centro-Oeste;Distrito Federal;Feminino;18 a 21;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Distrito Federal;Feminino;18 a 21;B-Condutor Carro;15650
Centro-Oeste;Distrito Federal;Feminino;18 a 21;D-Condutor Ônibus;1
Centro-Oeste;Distrito Federal;Feminino;22 a 25;A-Condutor Moto;150
Centro-Oeste;Distrito Federal;Feminino;22 a 25;AB-Condutor Moto/Carro;6309
Centro-Oeste;Distrito Federal;Feminino;22 a 25;AD-Condutor Moto/Ônibus;19
Centro-Oeste;Distrito Federal;Feminino;22 a 25;B-Condutor Carro;34993
Centro-Oeste;Distrito Federal;Feminino;22 a 25;D-Condutor Ônibus;16
Centro-Oeste;Distrito Federal;Feminino;26 a 30;A-Condutor Moto;363
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AB-Condutor Moto/Carro;10974
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AD-Condutor Moto/Ônibus;85
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AE-Condutor Moto/Carreta;5
Centro-Oeste;Distrito Federal;Feminino;26 a 30;B-Condutor Carro;62234
Centro-Oeste;Distrito Federal;Feminino;26 a 30;D-Condutor Ônibus;127
Centro-Oeste;Distrito Federal;Feminino;26 a 30;E-Condutor Carreta;1
Centro-Oeste;Distrito Federal;Feminino;31 a 40;A-Condutor Moto;944
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AB-Condutor Moto/Carro;25562
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AC-Condutor Moto/Caminhão;2
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AD-Condutor Moto/Ônibus;633
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AE-Condutor Moto/Carreta;41
Centro-Oeste;Distrito Federal;Feminino;31 a 40;B-Condutor Carro;160930
Centro-Oeste;Distrito Federal;Feminino;31 a 40;C-Condutor Caminhão;1
Centro-Oeste;Distrito Federal;Feminino;31 a 40;D-Condutor Ônibus;890
Centro-Oeste;Distrito Federal;Feminino;31 a 40;E-Condutor Carreta;14
Centro-Oeste;Distrito Federal;Feminino;41 a 50;A-Condutor Moto;644
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AB-Condutor Moto/Carro;13971
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AC-Condutor Moto/Caminhão;13
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AD-Condutor Moto/Ônibus;795
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AE-Condutor Moto/Carreta;63
Centro-Oeste;Distrito Federal;Feminino;41 a 50;B-Condutor Carro;159421
Centro-Oeste;Distrito Federal;Feminino;41 a 50;C-Condutor Caminhão;12
Centro-Oeste;Distrito Federal;Feminino;41 a 50;D-Condutor Ônibus;1568
Centro-Oeste;Distrito Federal;Feminino;41 a 50;E-Condutor Carreta;34
Centro-Oeste;Distrito Federal;Feminino;41 a 50;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Distrito Federal;Feminino;51 a 60;A-Condutor Moto;172
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AB-Condutor Moto/Carro;4866
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AC-Condutor Moto/Caminhão;56
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AD-Condutor Moto/Ônibus;362
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AE-Condutor Moto/Carreta;26
Centro-Oeste;Distrito Federal;Feminino;51 a 60;B-Condutor Carro;103186
Centro-Oeste;Distrito Federal;Feminino;51 a 60;C-Condutor Caminhão;106
Centro-Oeste;Distrito Federal;Feminino;51 a 60;D-Condutor Ônibus;1252
Centro-Oeste;Distrito Federal;Feminino;51 a 60;E-Condutor Carreta;20
Centro-Oeste;Distrito Federal;Feminino;61 a 70;A-Condutor Moto;18
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AB-Condutor Moto/Carro;1389
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AC-Condutor Moto/Caminhão;13
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AD-Condutor Moto/Ônibus;72
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AE-Condutor Moto/Carreta;8
Centro-Oeste;Distrito Federal;Feminino;61 a 70;B-Condutor Carro;60709
Centro-Oeste;Distrito Federal;Feminino;61 a 70;C-Condutor Caminhão;56
Centro-Oeste;Distrito Federal;Feminino;61 a 70;D-Condutor Ônibus;452
Centro-Oeste;Distrito Federal;Feminino;61 a 70;E-Condutor Carreta;8
Centro-Oeste;Distrito Federal;Feminino;71 a 80;A-Condutor Moto;1
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AB-Condutor Moto/Carro;186
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AD-Condutor Moto/Ônibus;9
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AE-Condutor Moto/Carreta;2
Centro-Oeste;Distrito Federal;Feminino;71 a 80;B-Condutor Carro;28555
Centro-Oeste;Distrito Federal;Feminino;71 a 80;C-Condutor Caminhão;18
Centro-Oeste;Distrito Federal;Feminino;71 a 80;D-Condutor Ônibus;109
Centro-Oeste;Distrito Federal;Feminino;71 a 80;E-Condutor Carreta;1
Centro-Oeste;Distrito Federal;Feminino;81 a 90;AB-Condutor Moto/Carro;15
Centro-Oeste;Distrito Federal;Feminino;81 a 90;AD-Condutor Moto/Ônibus;1
Centro-Oeste;Distrito Federal;Feminino;81 a 90;B-Condutor Carro;8991
Centro-Oeste;Distrito Federal;Feminino;81 a 90;C-Condutor Caminhão;4
Centro-Oeste;Distrito Federal;Feminino;81 a 90;D-Condutor Ônibus;24
Centro-Oeste;Distrito Federal;Feminino;91 a 100;AB-Condutor Moto/Carro;5
Centro-Oeste;Distrito Federal;Feminino;91 a 100;B-Condutor Carro;1882
Centro-Oeste;Distrito Federal;Feminino;91 a 100;D-Condutor Ônibus;2
Centro-Oeste;Distrito Federal;Feminino;101 a 120;B-Condutor Carro;139
Centro-Oeste;Distrito Federal;Feminino;101 a 120;E-Condutor Carreta;1
Centro-Oeste;Goiás;Masculino;18 a 21;A-Condutor Moto;1250
Centro-Oeste;Goiás;Masculino;18 a 21;AB-Condutor Moto/Carro;48942
Centro-Oeste;Goiás;Masculino;18 a 21;AC-Condutor Moto/Caminhão;207
Centro-Oeste;Goiás;Masculino;18 a 21;AD-Condutor Moto/Ônibus;147
Centro-Oeste;Goiás;Masculino;18 a 21;AE-Condutor Moto/Carreta;15
Centro-Oeste;Goiás;Masculino;18 a 21;B-Condutor Carro;16261
Centro-Oeste;Goiás;Masculino;18 a 21;C-Condutor Caminhão;29
Centro-Oeste;Goiás;Masculino;18 a 21;D-Condutor Ônibus;12
Centro-Oeste;Goiás;Masculino;18 a 21;E-Condutor Carreta;2
Centro-Oeste;Goiás;Masculino;22 a 25;A-Condutor Moto;3827
Centro-Oeste;Goiás;Masculino;22 a 25;AB-Condutor Moto/Carro;93593
Centro-Oeste;Goiás;Masculino;22 a 25;AC-Condutor Moto/Caminhão;393
Centro-Oeste;Goiás;Masculino;22 a 25;AD-Condutor Moto/Ônibus;4082
Centro-Oeste;Goiás;Masculino;22 a 25;AE-Condutor Moto/Carreta;710
Centro-Oeste;Goiás;Masculino;22 a 25;B-Condutor Carro;27898
Centro-Oeste;Goiás;Masculino;22 a 25;C-Condutor Caminhão;57
Centro-Oeste;Goiás;Masculino;22 a 25;D-Condutor Ônibus;328
Centro-Oeste;Goiás;Masculino;22 a 25;E-Condutor Carreta;72
Centro-Oeste;Goiás;Masculino;26 a 30;A-Condutor Moto;7694
Centro-Oeste;Goiás;Masculino;26 a 30;AB-Condutor Moto/Carro;138842
Centro-Oeste;Goiás;Masculino;26 a 30;AC-Condutor Moto/Caminhão;814
Centro-Oeste;Goiás;Masculino;26 a 30;AD-Condutor Moto/Ônibus;13029
Centro-Oeste;Goiás;Masculino;26 a 30;AE-Condutor Moto/Carreta;3533
Centro-Oeste;Goiás;Masculino;26 a 30;B-Condutor Carro;36488
Centro-Oeste;Goiás;Masculino;26 a 30;C-Condutor Caminhão;84
Centro-Oeste;Goiás;Masculino;26 a 30;D-Condutor Ônibus;1002
Centro-Oeste;Goiás;Masculino;26 a 30;E-Condutor Carreta;226
Centro-Oeste;Goiás;Masculino;31 a 40;A-Condutor Moto;19475
Centro-Oeste;Goiás;Masculino;31 a 40;AB-Condutor Moto/Carro;265560
Centro-Oeste;Goiás;Masculino;31 a 40;AC-Condutor Moto/Caminhão;2734
Centro-Oeste;Goiás;Masculino;31 a 40;AD-Condutor Moto/Ônibus;55386
Centro-Oeste;Goiás;Masculino;31 a 40;AE-Condutor Moto/Carreta;22575
Centro-Oeste;Goiás;Masculino;31 a 40;B-Condutor Carro;72007
Centro-Oeste;Goiás;Masculino;31 a 40;C-Condutor Caminhão;420
Centro-Oeste;Goiás;Masculino;31 a 40;D-Condutor Ônibus;5536
Centro-Oeste;Goiás;Masculino;31 a 40;E-Condutor Carreta;2032
Centro-Oeste;Goiás;Masculino;41 a 50;A-Condutor Moto;14869
Centro-Oeste;Goiás;Masculino;41 a 50;AB-Condutor Moto/Carro;184817
Centro-Oeste;Goiás;Masculino;41 a 50;AC-Condutor Moto/Caminhão;7391
Centro-Oeste;Goiás;Masculino;41 a 50;AD-Condutor Moto/Ônibus;56074
Centro-Oeste;Goiás;Masculino;41 a 50;AE-Condutor Moto/Carreta;26568
Centro-Oeste;Goiás;Masculino;41 a 50;B-Condutor Carro;81712
Centro-Oeste;Goiás;Masculino;41 a 50;C-Condutor Caminhão;2868
Centro-Oeste;Goiás;Masculino;41 a 50;D-Condutor Ônibus;13946
Centro-Oeste;Goiás;Masculino;41 a 50;E-Condutor Carreta;7299
Centro-Oeste;Goiás;Masculino;51 a 60;A-Condutor Moto;10135
Centro-Oeste;Goiás;Masculino;51 a 60;AB-Condutor Moto/Carro;104908
Centro-Oeste;Goiás;Masculino;51 a 60;AC-Condutor Moto/Caminhão;12174
Centro-Oeste;Goiás;Masculino;51 a 60;AD-Condutor Moto/Ônibus;37110
Centro-Oeste;Goiás;Masculino;51 a 60;AE-Condutor Moto/Carreta;13998
Centro-Oeste;Goiás;Masculino;51 a 60;B-Condutor Carro;77441
Centro-Oeste;Goiás;Masculino;51 a 60;C-Condutor Caminhão;7351
Centro-Oeste;Goiás;Masculino;51 a 60;D-Condutor Ônibus;20533
Centro-Oeste;Goiás;Masculino;51 a 60;E-Condutor Carreta;7789
Centro-Oeste;Goiás;Masculino;51 a 60;XC-Condutor Ciclomotor/Caminhão;1
Centro-Oeste;Goiás;Masculino;61 a 70;A-Condutor Moto;4664
Centro-Oeste;Goiás;Masculino;61 a 70;AB-Condutor Moto/Carro;46129
Centro-Oeste;Goiás;Masculino;61 a 70;AC-Condutor Moto/Caminhão;8018
Centro-Oeste;Goiás;Masculino;61 a 70;AD-Condutor Moto/Ônibus;15495
Centro-Oeste;Goiás;Masculino;61 a 70;AE-Condutor Moto/Carreta;5016
Centro-Oeste;Goiás;Masculino;61 a 70;B-Condutor Carro;71990
Centro-Oeste;Goiás;Masculino;61 a 70;C-Condutor Caminhão;12172
Centro-Oeste;Goiás;Masculino;61 a 70;D-Condutor Ônibus;19450
Centro-Oeste;Goiás;Masculino;61 a 70;E-Condutor Carreta;6709
Centro-Oeste;Goiás;Masculino;71 a 80;A-Condutor Moto;1595
Centro-Oeste;Goiás;Masculino;71 a 80;AB-Condutor Moto/Carro;16694
Centro-Oeste;Goiás;Masculino;71 a 80;AC-Condutor Moto/Caminhão;1841
Centro-Oeste;Goiás;Masculino;71 a 80;AD-Condutor Moto/Ônibus;3186
Centro-Oeste;Goiás;Masculino;71 a 80;AE-Condutor Moto/Carreta;613
Centro-Oeste;Goiás;Masculino;71 a 80;B-Condutor Carro;54166
Centro-Oeste;Goiás;Masculino;71 a 80;C-Condutor Caminhão;6406
Centro-Oeste;Goiás;Masculino;71 a 80;D-Condutor Ônibus;8971
Centro-Oeste;Goiás;Masculino;71 a 80;E-Condutor Carreta;1868
Centro-Oeste;Goiás;Masculino;81 a 90;A-Condutor Moto;411
Centro-Oeste;Goiás;Masculino;81 a 90;AB-Condutor Moto/Carro;4207
Centro-Oeste;Goiás;Masculino;81 a 90;AC-Condutor Moto/Caminhão;368
Centro-Oeste;Goiás;Masculino;81 a 90;AD-Condutor Moto/Ônibus;633
Centro-Oeste;Goiás;Masculino;81 a 90;AE-Condutor Moto/Carreta;39
Centro-Oeste;Goiás;Masculino;81 a 90;B-Condutor Carro;26281
Centro-Oeste;Goiás;Masculino;81 a 90;C-Condutor Caminhão;2764
Centro-Oeste;Goiás;Masculino;81 a 90;D-Condutor Ônibus;3655
Centro-Oeste;Goiás;Masculino;81 a 90;E-Condutor Carreta;304
Centro-Oeste;Goiás;Masculino;91 a 100;A-Condutor Moto;53
Centro-Oeste;Goiás;Masculino;91 a 100;AB-Condutor Moto/Carro;649
Centro-Oeste;Goiás;Masculino;91 a 100;AC-Condutor Moto/Caminhão;29
Centro-Oeste;Goiás;Masculino;91 a 100;AD-Condutor Moto/Ônibus;53
Centro-Oeste;Goiás;Masculino;91 a 100;AE-Condutor Moto/Carreta;1
Centro-Oeste;Goiás;Masculino;91 a 100;B-Condutor Carro;9139
Centro-Oeste;Goiás;Masculino;91 a 100;C-Condutor Caminhão;450
Centro-Oeste;Goiás;Masculino;91 a 100;D-Condutor Ônibus;644
Centro-Oeste;Goiás;Masculino;91 a 100;E-Condutor Carreta;31
Centro-Oeste;Goiás;Masculino;101 a 120;A-Condutor Moto;1
Centro-Oeste;Goiás;Masculino;101 a 120;AB-Condutor Moto/Carro;28
Centro-Oeste;Goiás;Masculino;101 a 120;AC-Condutor Moto/Caminhão;2
Centro-Oeste;Goiás;Masculino;101 a 120;AD-Condutor Moto/Ônibus;2
Centro-Oeste;Goiás;Masculino;101 a 120;B-Condutor Carro;1257
Centro-Oeste;Goiás;Masculino;101 a 120;C-Condutor Caminhão;17
Centro-Oeste;Goiás;Masculino;101 a 120;D-Condutor Ônibus;28
Centro-Oeste;Goiás;Masculino;101 a 120;E-Condutor Carreta;1
Centro-Oeste;Goiás;Feminino;18 a 21;A-Condutor Moto;856
Centro-Oeste;Goiás;Feminino;18 a 21;AB-Condutor Moto/Carro;20348
Centro-Oeste;Goiás;Feminino;18 a 21;AC-Condutor Moto/Caminhão;3
Centro-Oeste;Goiás;Feminino;18 a 21;AD-Condutor Moto/Ônibus;3
Centro-Oeste;Goiás;Feminino;18 a 21;B-Condutor Carro;19803
Centro-Oeste;Goiás;Feminino;18 a 21;C-Condutor Caminhão;1
Centro-Oeste;Goiás;Feminino;22 a 25;A-Condutor Moto;2268
Centro-Oeste;Goiás;Feminino;22 a 25;AB-Condutor Moto/Carro;44671
Centro-Oeste;Goiás;Feminino;22 a 25;AC-Condutor Moto/Caminhão;8
Centro-Oeste;Goiás;Feminino;22 a 25;AD-Condutor Moto/Ônibus;138
Centro-Oeste;Goiás;Feminino;22 a 25;AE-Condutor Moto/Carreta;7
Centro-Oeste;Goiás;Feminino;22 a 25;B-Condutor Carro;38199
Centro-Oeste;Goiás;Feminino;22 a 25;C-Condutor Caminhão;1
Centro-Oeste;Goiás;Feminino;22 a 25;D-Condutor Ônibus;21
Centro-Oeste;Goiás;Feminino;26 a 30;A-Condutor Moto;5335
Centro-Oeste;Goiás;Feminino;26 a 30;AB-Condutor Moto/Carro;76226
Centro-Oeste;Goiás;Feminino;26 a 30;AC-Condutor Moto/Caminhão;19
Centro-Oeste;Goiás;Feminino;26 a 30;AD-Condutor Moto/Ônibus;641
Centro-Oeste;Goiás;Feminino;26 a 30;AE-Condutor Moto/Carreta;48
Centro-Oeste;Goiás;Feminino;26 a 30;B-Condutor Carro;57342
Centro-Oeste;Goiás;Feminino;26 a 30;C-Condutor Caminhão;2
Centro-Oeste;Goiás;Feminino;26 a 30;D-Condutor Ônibus;68
Centro-Oeste;Goiás;Feminino;26 a 30;E-Condutor Carreta;3
Centro-Oeste;Goiás;Feminino;31 a 40;A-Condutor Moto;15476
Centro-Oeste;Goiás;Feminino;31 a 40;AB-Condutor Moto/Carro;157413
Centro-Oeste;Goiás;Feminino;31 a 40;AC-Condutor Moto/Caminhão;66
Centro-Oeste;Goiás;Feminino;31 a 40;AD-Condutor Moto/Ônibus;2730
Centro-Oeste;Goiás;Feminino;31 a 40;AE-Condutor Moto/Carreta;360
Centro-Oeste;Goiás;Feminino;31 a 40;B-Condutor Carro;130761
Centro-Oeste;Goiás;Feminino;31 a 40;C-Condutor Caminhão;29
Centro-Oeste;Goiás;Feminino;31 a 40;D-Condutor Ônibus;559
Centro-Oeste;Goiás;Feminino;31 a 40;E-Condutor Carreta;34
Centro-Oeste;Goiás;Feminino;41 a 50;A-Condutor Moto;14254
Centro-Oeste;Goiás;Feminino;41 a 50;AB-Condutor Moto/Carro;95523
Centro-Oeste;Goiás;Feminino;41 a 50;AC-Condutor Moto/Caminhão;105
Centro-Oeste;Goiás;Feminino;41 a 50;AD-Condutor Moto/Ônibus;2223
Centro-Oeste;Goiás;Feminino;41 a 50;AE-Condutor Moto/Carreta;395
Centro-Oeste;Goiás;Feminino;41 a 50;B-Condutor Carro;134984
Centro-Oeste;Goiás;Feminino;41 a 50;C-Condutor Caminhão;53
Centro-Oeste;Goiás;Feminino;41 a 50;D-Condutor Ônibus;1019
Centro-Oeste;Goiás;Feminino;41 a 50;E-Condutor Carreta;87
Centro-Oeste;Goiás;Feminino;51 a 60;A-Condutor Moto;6809
Centro-Oeste;Goiás;Feminino;51 a 60;AB-Condutor Moto/Carro;32705
Centro-Oeste;Goiás;Feminino;51 a 60;AC-Condutor Moto/Caminhão;152
Centro-Oeste;Goiás;Feminino;51 a 60;AD-Condutor Moto/Ônibus;792
Centro-Oeste;Goiás;Feminino;51 a 60;AE-Condutor Moto/Carreta;109
Centro-Oeste;Goiás;Feminino;51 a 60;B-Condutor Carro;104494
Centro-Oeste;Goiás;Feminino;51 a 60;C-Condutor Caminhão;188
Centro-Oeste;Goiás;Feminino;51 a 60;D-Condutor Ônibus;881
Centro-Oeste;Goiás;Feminino;51 a 60;E-Condutor Carreta;70
Centro-Oeste;Goiás;Feminino;61 a 70;A-Condutor Moto;1389
Centro-Oeste;Goiás;Feminino;61 a 70;AB-Condutor Moto/Carro;5706
Centro-Oeste;Goiás;Feminino;61 a 70;AC-Condutor Moto/Caminhão;46
Centro-Oeste;Goiás;Feminino;61 a 70;AD-Condutor Moto/Ônibus;123
Centro-Oeste;Goiás;Feminino;61 a 70;AE-Condutor Moto/Carreta;25
