Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Centro-Oeste;Distrito Federal;Feminino;22 a 25;AB-Condutor Moto/Carro;5731
Centro-Oeste;Distrito Federal;Feminino;22 a 25;AD-Condutor Moto/Ônibus;14
Centro-Oeste;Distrito Federal;Feminino;22 a 25;B-Condutor Carro;37937
Centro-Oeste;Distrito Federal;Feminino;22 a 25;D-Condutor Ônibus;26
Centro-Oeste;Distrito Federal;Feminino;26 a 30;A-Condutor Moto;458
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AB-Condutor Moto/Carro;10694
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AD-Condutor Moto/Ônibus;115
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AE-Condutor Moto/Carreta;2
Centro-Oeste;Distrito Federal;Feminino;26 a 30;B-Condutor Carro;62968
Centro-Oeste;Distrito Federal;Feminino;26 a 30;D-Condutor Ônibus;192
Centro-Oeste;Distrito Federal;Feminino;26 a 30;E-Condutor Carreta;1
Centro-Oeste;Distrito Federal;Feminino;31 a 40;A-Condutor Moto;1073
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AB-Condutor Moto/Carro;23282
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AC-Condutor Moto/Caminhão;2
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AD-Condutor Moto/Ônibus;663
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AE-Condutor Moto/Carreta;46
Centro-Oeste;Distrito Federal;Feminino;31 a 40;B-Condutor Carro;168536
Centro-Oeste;Distrito Federal;Feminino;31 a 40;C-Condutor Caminhão;1
Centro-Oeste;Distrito Federal;Feminino;31 a 40;D-Condutor Ônibus;1053
Centro-Oeste;Distrito Federal;Feminino;31 a 40;E-Condutor Carreta;9
Centro-Oeste;Distrito Federal;Feminino;41 a 50;A-Condutor Moto;538
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AB-Condutor Moto/Carro;10692
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AC-Condutor Moto/Caminhão;31
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AD-Condutor Moto/Ônibus;685
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AE-Condutor Moto/Carreta;45
Centro-Oeste;Distrito Federal;Feminino;41 a 50;B-Condutor Carro;145231
Centro-Oeste;Distrito Federal;Feminino;41 a 50;C-Condutor Caminhão;41
Centro-Oeste;Distrito Federal;Feminino;41 a 50;D-Condutor Ônibus;1582
Centro-Oeste;Distrito Federal;Feminino;41 a 50;E-Condutor Carreta;36
Centro-Oeste;Distrito Federal;Feminino;41 a 50;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Distrito Federal;Feminino;51 a 60;A-Condutor Moto;127
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AB-Condutor Moto/Carro;3990
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AC-Condutor Moto/Caminhão;56
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AD-Condutor Moto/Ônibus;302
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AE-Condutor Moto/Carreta;22
Centro-Oeste;Distrito Federal;Feminino;51 a 60;B-Condutor Carro;94371
Centro-Oeste;Distrito Federal;Feminino;51 a 60;C-Condutor Caminhão;148
Centro-Oeste;Distrito Federal;Feminino;51 a 60;D-Condutor Ônibus;1179
Centro-Oeste;Distrito Federal;Feminino;51 a 60;E-Condutor Carreta;18
Centro-Oeste;Distrito Federal;Feminino;61 a 70;A-Condutor Moto;12
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AB-Condutor Moto/Carro;1022
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AC-Condutor Moto/Caminhão;12
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AD-Condutor Moto/Ônibus;47
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AE-Condutor Moto/Carreta;5
Centro-Oeste;Distrito Federal;Feminino;61 a 70;B-Condutor Carro;54313
Centro-Oeste;Distrito Federal;Feminino;61 a 70;C-Condutor Caminhão;55
Centro-Oeste;Distrito Federal;Feminino;61 a 70;D-Condutor Ônibus;439
Centro-Oeste;Distrito Federal;Feminino;61 a 70;E-Condutor Carreta;5
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AB-Condutor Moto/Carro;108
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AD-Condutor Moto/Ônibus;5
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AE-Condutor Moto/Carreta;1
Centro-Oeste;Distrito Federal;Feminino;71 a 80;B-Condutor Carro;23299
Centro-Oeste;Distrito Federal;Feminino;71 a 80;C-Condutor Caminhão;12
Centro-Oeste;Distrito Federal;Feminino;71 a 80;D-Condutor Ônibus;89
Centro-Oeste;Distrito Federal;Feminino;81 a 90;AB-Condutor Moto/Carro;11
Centro-Oeste;Distrito Federal;Feminino;81 a 90;B-Condutor Carro;6949
Centro-Oeste;Distrito Federal;Feminino;81 a 90;C-Condutor Caminhão;4
Centro-Oeste;Distrito Federal;Feminino;81 a 90;D-Condutor Ônibus;20
Centro-Oeste;Distrito Federal;Feminino;91 a 100;AB-Condutor Moto/Carro;2
Centro-Oeste;Distrito Federal;Feminino;91 a 100;B-Condutor Carro;1261
Centro-Oeste;Distrito Federal;Feminino;101 a 120;B-Condutor Carro;75
Centro-Oeste;Distrito Federal;Feminino;101 a 120;E-Condutor Carreta;1
Centro-Oeste;Goiás;Masculino;18 a 21;A-Condutor Moto;1421
Centro-Oeste;Goiás;Masculino;18 a 21;AB-Condutor Moto/Carro;43029
Centro-Oeste;Goiás;Masculino;18 a 21;AC-Condutor Moto/Caminhão;181
Centro-Oeste;Goiás;Masculino;18 a 21;AD-Condutor Moto/Ônibus;118
Centro-Oeste;Goiás;Masculino;18 a 21;AE-Condutor Moto/Carreta;12
Centro-Oeste;Goiás;Masculino;18 a 21;B-Condutor Carro;13627
Centro-Oeste;Goiás;Masculino;18 a 21;C-Condutor Caminhão;27
Centro-Oeste;Goiás;Masculino;18 a 21;D-Condutor Ônibus;9
Centro-Oeste;Goiás;Masculino;18 a 21;E-Condutor Carreta;3
Centro-Oeste;Goiás;Masculino;22 a 25;A-Condutor Moto;5189
Centro-Oeste;Goiás;Masculino;22 a 25;AB-Condutor Moto/Carro;93888
Centro-Oeste;Goiás;Masculino;22 a 25;AC-Condutor Moto/Caminhão;451
Centro-Oeste;Goiás;Masculino;22 a 25;AD-Condutor Moto/Ônibus;3733
Centro-Oeste;Goiás;Masculino;22 a 25;AE-Condutor Moto/Carreta;616
Centro-Oeste;Goiás;Masculino;22 a 25;B-Condutor Carro;26653
Centro-Oeste;Goiás;Masculino;22 a 25;C-Condutor Caminhão;53
Centro-Oeste;Goiás;Masculino;22 a 25;D-Condutor Ônibus;291
Centro-Oeste;Goiás;Masculino;22 a 25;E-Condutor Carreta;58
Centro-Oeste;Goiás;Masculino;26 a 30;A-Condutor Moto;9971
Centro-Oeste;Goiás;Masculino;26 a 30;AB-Condutor Moto/Carro;132540
Centro-Oeste;Goiás;Masculino;26 a 30;AC-Condutor Moto/Caminhão;1206
Centro-Oeste;Goiás;Masculino;26 a 30;AD-Condutor Moto/Ônibus;14279
Centro-Oeste;Goiás;Masculino;26 a 30;AE-Condutor Moto/Carreta;4122
Centro-Oeste;Goiás;Masculino;26 a 30;B-Condutor Carro;32701
Centro-Oeste;Goiás;Masculino;26 a 30;C-Condutor Caminhão;107
Centro-Oeste;Goiás;Masculino;26 a 30;D-Condutor Ônibus;979
Centro-Oeste;Goiás;Masculino;26 a 30;E-Condutor Carreta;210
Centro-Oeste;Goiás;Masculino;31 a 40;A-Condutor Moto;21822
Centro-Oeste;Goiás;Masculino;31 a 40;AB-Condutor Moto/Carro;251046
Centro-Oeste;Goiás;Masculino;31 a 40;AC-Condutor Moto/Caminhão;3017
Centro-Oeste;Goiás;Masculino;31 a 40;AD-Condutor Moto/Ônibus;57330
Centro-Oeste;Goiás;Masculino;31 a 40;AE-Condutor Moto/Carreta;23225
Centro-Oeste;Goiás;Masculino;31 a 40;B-Condutor Carro;72309
Centro-Oeste;Goiás;Masculino;31 a 40;C-Condutor Caminhão;558
Centro-Oeste;Goiás;Masculino;31 a 40;D-Condutor Ônibus;6757
Centro-Oeste;Goiás;Masculino;31 a 40;E-Condutor Carreta;2577
Centro-Oeste;Goiás;Masculino;41 a 50;A-Condutor Moto;14818
Centro-Oeste;Goiás;Masculino;41 a 50;AB-Condutor Moto/Carro;161931
Centro-Oeste;Goiás;Masculino;41 a 50;AC-Condutor Moto/Caminhão;9042
Centro-Oeste;Goiás;Masculino;41 a 50;AD-Condutor Moto/Ônibus;51003
Centro-Oeste;Goiás;Masculino;41 a 50;AE-Condutor Moto/Carreta;23242
Centro-Oeste;Goiás;Masculino;41 a 50;B-Condutor Carro;78896
Centro-Oeste;Goiás;Masculino;41 a 50;C-Condutor Caminhão;3799
Centro-Oeste;Goiás;Masculino;41 a 50;D-Condutor Ônibus;15354
Centro-Oeste;Goiás;Masculino;41 a 50;E-Condutor Carreta;7581
Centro-Oeste;Goiás;Masculino;51 a 60;A-Condutor Moto;9423
Centro-Oeste;Goiás;Masculino;51 a 60;AB-Condutor Moto/Carro;89365
Centro-Oeste;Goiás;Masculino;51 a 60;AC-Condutor Moto/Caminhão;13220
Centro-Oeste;Goiás;Masculino;51 a 60;AD-Condutor Moto/Ônibus;33527
Centro-Oeste;Goiás;Masculino;51 a 60;AE-Condutor Moto/Carreta;11759
Centro-Oeste;Goiás;Masculino;51 a 60;B-Condutor Carro;74703
Centro-Oeste;Goiás;Masculino;51 a 60;C-Condutor Caminhão;9404
Centro-Oeste;Goiás;Masculino;51 a 60;D-Condutor Ônibus;21711
Centro-Oeste;Goiás;Masculino;51 a 60;E-Condutor Carreta;7756
Centro-Oeste;Goiás;Masculino;51 a 60;XC-Condutor Ciclomotor/Caminhão;1
Centro-Oeste;Goiás;Masculino;61 a 70;A-Condutor Moto;3952
Centro-Oeste;Goiás;Masculino;61 a 70;AB-Condutor Moto/Carro;35774
Centro-Oeste;Goiás;Masculino;61 a 70;AC-Condutor Moto/Caminhão;7057
Centro-Oeste;Goiás;Masculino;61 a 70;AD-Condutor Moto/Ônibus;12964
Centro-Oeste;Goiás;Masculino;61 a 70;AE-Condutor Moto/Carreta;3820
Centro-Oeste;Goiás;Masculino;61 a 70;B-Condutor Carro;66825
Centro-Oeste;Goiás;Masculino;61 a 70;C-Condutor Caminhão;12768
Centro-Oeste;Goiás;Masculino;61 a 70;D-Condutor Ônibus;19311
Centro-Oeste;Goiás;Masculino;61 a 70;E-Condutor Carreta;5961
Centro-Oeste;Goiás;Masculino;71 a 80;A-Condutor Moto;1251
Centro-Oeste;Goiás;Masculino;71 a 80;AB-Condutor Moto/Carro;12637
Centro-Oeste;Goiás;Masculino;71 a 80;AC-Condutor Moto/Caminhão;1481
Centro-Oeste;Goiás;Masculino;71 a 80;AD-Condutor Moto/Ônibus;2555
Centro-Oeste;Goiás;Masculino;71 a 80;AE-Condutor Moto/Carreta;386
Centro-Oeste;Goiás;Masculino;71 a 80;B-Condutor Carro;46681
Centro-Oeste;Goiás;Masculino;71 a 80;C-Condutor Caminhão;5863
Centro-Oeste;Goiás;Masculino;71 a 80;D-Condutor Ônibus;8018
Centro-Oeste;Goiás;Masculino;71 a 80;E-Condutor Carreta;1403
Centro-Oeste;Goiás;Masculino;81 a 90;A-Condutor Moto;301
Centro-Oeste;Goiás;Masculino;81 a 90;AB-Condutor Moto/Carro;3058
Centro-Oeste;Goiás;Masculino;81 a 90;AC-Condutor Moto/Caminhão;245
Centro-Oeste;Goiás;Masculino;81 a 90;AD-Condutor Moto/Ônibus;455
Centro-Oeste;Goiás;Masculino;81 a 90;AE-Condutor Moto/Carreta;24
Centro-Oeste;Goiás;Masculino;81 a 90;B-Condutor Carro;21908
Centro-Oeste;Goiás;Masculino;81 a 90;C-Condutor Caminhão;2214
Centro-Oeste;Goiás;Masculino;81 a 90;D-Condutor Ônibus;2994
Centro-Oeste;Goiás;Masculino;81 a 90;E-Condutor Carreta;218
Centro-Oeste;Goiás;Masculino;91 a 100;A-Condutor Moto;22
Centro-Oeste;Goiás;Masculino;91 a 100;AB-Condutor Moto/Carro;380
Centro-Oeste;Goiás;Masculino;91 a 100;AC-Condutor Moto/Caminhão;20
Centro-Oeste;Goiás;Masculino;91 a 100;AD-Condutor Moto/Ônibus;24
Centro-Oeste;Goiás;Masculino;91 a 100;B-Condutor Carro;6815
Centro-Oeste;Goiás;Masculino;91 a 100;C-Condutor Caminhão;264
Centro-Oeste;Goiás;Masculino;91 a 100;D-Condutor Ônibus;369
Centro-Oeste;Goiás;Masculino;91 a 100;E-Condutor Carreta;15
Centro-Oeste;Goiás;Masculino;101 a 120;A-Condutor Moto;1
Centro-Oeste;Goiás;Masculino;101 a 120;AB-Condutor Moto/Carro;17
Centro-Oeste;Goiás;Masculino;101 a 120;AD-Condutor Moto/Ônibus;1
Centro-Oeste;Goiás;Masculino;101 a 120;B-Condutor Carro;694
Centro-Oeste;Goiás;Masculino;101 a 120;C-Condutor Caminhão;5
Centro-Oeste;Goiás;Masculino;101 a 120;D-Condutor Ônibus;14
Centro-Oeste;Goiás;Feminino;18 a 21;A-Condutor Moto;595
Centro-Oeste;Goiás;Feminino;18 a 21;AB-Condutor Moto/Carro;15838
Centro-Oeste;Goiás;Feminino;18 a 21;AC-Condutor Moto/Caminhão;2
Centro-Oeste;Goiás;Feminino;18 a 21;AD-Condutor Moto/Ônibus;3
Centro-Oeste;Goiás;Feminino;18 a 21;B-Condutor Carro;14722
Centro-Oeste;Goiás;Feminino;22 a 25;A-Condutor Moto;2958
Centro-Oeste;Goiás;Feminino;22 a 25;AB-Condutor Moto/Carro;42956
Centro-Oeste;Goiás;Feminino;22 a 25;AC-Condutor Moto/Caminhão;11
Centro-Oeste;Goiás;Feminino;22 a 25;AD-Condutor Moto/Ônibus;101
Centro-Oeste;Goiás;Feminino;22 a 25;AE-Condutor Moto/Carreta;3
Centro-Oeste;Goiás;Feminino;22 a 25;B-Condutor Carro;33510
Centro-Oeste;Goiás;Feminino;22 a 25;D-Condutor Ônibus;16
Centro-Oeste;Goiás;Feminino;22 a 25;E-Condutor Carreta;1
Centro-Oeste;Goiás;Feminino;26 a 30;A-Condutor Moto;6920
Centro-Oeste;Goiás;Feminino;26 a 30;AB-Condutor Moto/Carro;70273
Centro-Oeste;Goiás;Feminino;26 a 30;AC-Condutor Moto/Caminhão;22
Centro-Oeste;Goiás;Feminino;26 a 30;AD-Condutor Moto/Ônibus;572
Centro-Oeste;Goiás;Feminino;26 a 30;AE-Condutor Moto/Carreta;70
Centro-Oeste;Goiás;Feminino;26 a 30;B-Condutor Carro;50028
Centro-Oeste;Goiás;Feminino;26 a 30;C-Condutor Caminhão;9
Centro-Oeste;Goiás;Feminino;26 a 30;D-Condutor Ônibus;72
Centro-Oeste;Goiás;Feminino;26 a 30;E-Condutor Carreta;1
Centro-Oeste;Goiás;Feminino;31 a 40;A-Condutor Moto;17687
Centro-Oeste;Goiás;Feminino;31 a 40;AB-Condutor Moto/Carro;142665
Centro-Oeste;Goiás;Feminino;31 a 40;AC-Condutor Moto/Caminhão;74
Centro-Oeste;Goiás;Feminino;31 a 40;AD-Condutor Moto/Ônibus;2437
Centro-Oeste;Goiás;Feminino;31 a 40;AE-Condutor Moto/Carreta;327
Centro-Oeste;Goiás;Feminino;31 a 40;B-Condutor Carro;126111
Centro-Oeste;Goiás;Feminino;31 a 40;C-Condutor Caminhão;30
Centro-Oeste;Goiás;Feminino;31 a 40;D-Condutor Ônibus;568
Centro-Oeste;Goiás;Feminino;31 a 40;E-Condutor Carreta;32
Centro-Oeste;Goiás;Feminino;41 a 50;A-Condutor Moto;13712
Centro-Oeste;Goiás;Feminino;41 a 50;AB-Condutor Moto/Carro;76584
Centro-Oeste;Goiás;Feminino;41 a 50;AC-Condutor Moto/Caminhão;133
Centro-Oeste;Goiás;Feminino;41 a 50;AD-Condutor Moto/Ônibus;1782
Centro-Oeste;Goiás;Feminino;41 a 50;AE-Condutor Moto/Carreta;306
Centro-Oeste;Goiás;Feminino;41 a 50;B-Condutor Carro;122461
Centro-Oeste;Goiás;Feminino;41 a 50;C-Condutor Caminhão;78
Centro-Oeste;Goiás;Feminino;41 a 50;D-Condutor Ônibus;963
Centro-Oeste;Goiás;Feminino;41 a 50;E-Condutor Carreta;70
Centro-Oeste;Goiás;Feminino;51 a 60;A-Condutor Moto;5585
Centro-Oeste;Goiás;Feminino;51 a 60;AB-Condutor Moto/Carro;24236
Centro-Oeste;Goiás;Feminino;51 a 60;AC-Condutor Moto/Caminhão;160
Centro-Oeste;Goiás;Feminino;51 a 60;AD-Condutor Moto/Ônibus;573
Centro-Oeste;Goiás;Feminino;51 a 60;AE-Condutor Moto/Carreta;89
Centro-Oeste;Goiás;Feminino;51 a 60;B-Condutor Carro;94985
Centro-Oeste;Goiás;Feminino;51 a 60;C-Condutor Caminhão;245
Centro-Oeste;Goiás;Feminino;51 a 60;D-Condutor Ônibus;871
Centro-Oeste;Goiás;Feminino;51 a 60;E-Condutor Carreta;65
Centro-Oeste;Goiás;Feminino;61 a 70;A-Condutor Moto;940
Centro-Oeste;Goiás;Feminino;61 a 70;AB-Condutor Moto/Carro;3659
Centro-Oeste;Goiás;Feminino;61 a 70;AC-Condutor Moto/Caminhão;36
Centro-Oeste;Goiás;Feminino;61 a 70;AD-Condutor Moto/Ônibus;89
Centro-Oeste;Goiás;Feminino;61 a 70;AE-Condutor Moto/Carreta;18
Centro-Oeste;Goiás;Feminino;61 a 70;B-Condutor Carro;55054
Centro-Oeste;Goiás;Feminino;61 a 70;C-Condutor Caminhão;160
Centro-Oeste;Goiás;Feminino;61 a 70;D-Condutor Ônibus;329
Centro-Oeste;Goiás;Feminino;61 a 70;E-Condutor Carreta;16
Centro-Oeste;Goiás;Feminino;71 a 80;A-Condutor Moto;92
Centro-Oeste;Goiás;Feminino;71 a 80;AB-Condutor Moto/Carro;362
Centro-Oeste;Goiás;Feminino;71 a 80;AC-Condutor Moto/Caminhão;8
Centro-Oeste;Goiás;Feminino;71 a 80;AD-Condutor Moto/Ônibus;15
Centro-Oeste;Goiás;Feminino;71 a 80;AE-Condutor Moto/Carreta;2
Centro-Oeste;Goiás;Feminino;71 a 80;B-Condutor Carro;20332
Centro-Oeste;Goiás;Feminino;71 a 80;C-Condutor Caminhão;50
Centro-Oeste;Goiás;Feminino;71 a 80;D-Condutor Ônibus;53
