Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Centro-Oeste;Distrito Federal;Masculino;61 a 70;AD-Condutor Moto/Ônibus;5766
Centro-Oeste;Distrito Federal;Masculino;61 a 70;AE-Condutor Moto/Carreta;857
Centro-Oeste;Distrito Federal;Masculino;61 a 70;B-Condutor Carro;56317
Centro-Oeste;Distrito Federal;Masculino;61 a 70;C-Condutor Caminhão;2052
Centro-Oeste;Distrito Federal;Masculino;61 a 70;D-Condutor Ônibus;14777
Centro-Oeste;Distrito Federal;Masculino;61 a 70;E-Condutor Carreta;1773
Centro-Oeste;Distrito Federal;Masculino;61 a 70;XB-Condutor Ciclomotor/Carro;2
Centro-Oeste;Distrito Federal;Masculino;61 a 70;XC-Condutor Ciclomotor/Caminhão;1
Centro-Oeste;Distrito Federal;Masculino;71 a 80;A-Condutor Moto;38
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AB-Condutor Moto/Carro;3665
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AC-Condutor Moto/Caminhão;129
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AD-Condutor Moto/Ônibus;1073
Centro-Oeste;Distrito Federal;Masculino;71 a 80;AE-Condutor Moto/Carreta;120
Centro-Oeste;Distrito Federal;Masculino;71 a 80;B-Condutor Carro;36209
Centro-Oeste;Distrito Federal;Masculino;71 a 80;C-Condutor Caminhão;962
Centro-Oeste;Distrito Federal;Masculino;71 a 80;D-Condutor Ônibus;6418
Centro-Oeste;Distrito Federal;Masculino;71 a 80;E-Condutor Carreta;508
Centro-Oeste;Distrito Federal;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Distrito Federal;Masculino;81 a 90;A-Condutor Moto;17
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AB-Condutor Moto/Carro;1034
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AC-Condutor Moto/Caminhão;31
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AD-Condutor Moto/Ônibus;264
Centro-Oeste;Distrito Federal;Masculino;81 a 90;AE-Condutor Moto/Carreta;7
Centro-Oeste;Distrito Federal;Masculino;81 a 90;B-Condutor Carro;18115
Centro-Oeste;Distrito Federal;Masculino;81 a 90;C-Condutor Caminhão;409
Centro-Oeste;Distrito Federal;Masculino;81 a 90;D-Condutor Ônibus;3029
Centro-Oeste;Distrito Federal;Masculino;81 a 90;E-Condutor Carreta;113
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AB-Condutor Moto/Carro;199
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AC-Condutor Moto/Caminhão;4
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AD-Condutor Moto/Ônibus;34
Centro-Oeste;Distrito Federal;Masculino;91 a 100;AE-Condutor Moto/Carreta;1
Centro-Oeste;Distrito Federal;Masculino;91 a 100;B-Condutor Carro;6029
Centro-Oeste;Distrito Federal;Masculino;91 a 100;C-Condutor Caminhão;69
Centro-Oeste;Distrito Federal;Masculino;91 a 100;D-Condutor Ônibus;537
Centro-Oeste;Distrito Federal;Masculino;91 a 100;E-Condutor Carreta;2
Centro-Oeste;Distrito Federal;Masculino;101 a 120;AB-Condutor Moto/Carro;22
Centro-Oeste;Distrito Federal;Masculino;101 a 120;AD-Condutor Moto/Ônibus;1
Centro-Oeste;Distrito Federal;Masculino;101 a 120;B-Condutor Carro;805
Centro-Oeste;Distrito Federal;Masculino;101 a 120;D-Condutor Ônibus;23
Centro-Oeste;Distrito Federal;Feminino;18 a 21;A-Condutor Moto;14
Centro-Oeste;Distrito Federal;Feminino;18 a 21;AB-Condutor Moto/Carro;2156
Centro-Oeste;Distrito Federal;Feminino;18 a 21;B-Condutor Carro;14039
Centro-Oeste;Distrito Federal;Feminino;18 a 21;D-Condutor Ônibus;1
Centro-Oeste;Distrito Federal;Feminino;22 a 25;A-Condutor Moto;157
Centro-Oeste;Distrito Federal;Feminino;22 a 25;AB-Condutor Moto/Carro;5754
Centro-Oeste;Distrito Federal;Feminino;22 a 25;AD-Condutor Moto/Ônibus;15
Centro-Oeste;Distrito Federal;Feminino;22 a 25;B-Condutor Carro;35746
Centro-Oeste;Distrito Federal;Feminino;22 a 25;D-Condutor Ônibus;23
Centro-Oeste;Distrito Federal;Feminino;22 a 25;E-Condutor Carreta;1
Centro-Oeste;Distrito Federal;Feminino;26 a 30;A-Condutor Moto;420
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AB-Condutor Moto/Carro;10661
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AD-Condutor Moto/Ônibus;96
Centro-Oeste;Distrito Federal;Feminino;26 a 30;AE-Condutor Moto/Carreta;2
Centro-Oeste;Distrito Federal;Feminino;26 a 30;B-Condutor Carro;62747
Centro-Oeste;Distrito Federal;Feminino;26 a 30;D-Condutor Ônibus;155
Centro-Oeste;Distrito Federal;Feminino;26 a 30;E-Condutor Carreta;1
Centro-Oeste;Distrito Federal;Feminino;31 a 40;A-Condutor Moto;991
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AB-Condutor Moto/Carro;24363
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AD-Condutor Moto/Ônibus;640
Centro-Oeste;Distrito Federal;Feminino;31 a 40;AE-Condutor Moto/Carreta;42
Centro-Oeste;Distrito Federal;Feminino;31 a 40;B-Condutor Carro;165034
Centro-Oeste;Distrito Federal;Feminino;31 a 40;C-Condutor Caminhão;1
Centro-Oeste;Distrito Federal;Feminino;31 a 40;D-Condutor Ônibus;949
Centro-Oeste;Distrito Federal;Feminino;31 a 40;E-Condutor Carreta;11
Centro-Oeste;Distrito Federal;Feminino;41 a 50;A-Condutor Moto;606
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AB-Condutor Moto/Carro;12149
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AC-Condutor Moto/Caminhão;17
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AD-Condutor Moto/Ônibus;751
Centro-Oeste;Distrito Federal;Feminino;41 a 50;AE-Condutor Moto/Carreta;55
Centro-Oeste;Distrito Federal;Feminino;41 a 50;B-Condutor Carro;151879
Centro-Oeste;Distrito Federal;Feminino;41 a 50;C-Condutor Caminhão;19
Centro-Oeste;Distrito Federal;Feminino;41 a 50;D-Condutor Ônibus;1572
Centro-Oeste;Distrito Federal;Feminino;41 a 50;E-Condutor Carreta;36
Centro-Oeste;Distrito Federal;Feminino;41 a 50;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Distrito Federal;Feminino;51 a 60;A-Condutor Moto;145
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AB-Condutor Moto/Carro;4361
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AC-Condutor Moto/Caminhão;62
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AD-Condutor Moto/Ônibus;332
Centro-Oeste;Distrito Federal;Feminino;51 a 60;AE-Condutor Moto/Carreta;25
Centro-Oeste;Distrito Federal;Feminino;51 a 60;B-Condutor Carro;98820
Centro-Oeste;Distrito Federal;Feminino;51 a 60;C-Condutor Caminhão;121
Centro-Oeste;Distrito Federal;Feminino;51 a 60;D-Condutor Ônibus;1229
Centro-Oeste;Distrito Federal;Feminino;51 a 60;E-Condutor Carreta;20
Centro-Oeste;Distrito Federal;Feminino;61 a 70;A-Condutor Moto;15
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AB-Condutor Moto/Carro;1192
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AC-Condutor Moto/Caminhão;12
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AD-Condutor Moto/Ônibus;57
Centro-Oeste;Distrito Federal;Feminino;61 a 70;AE-Condutor Moto/Carreta;5
Centro-Oeste;Distrito Federal;Feminino;61 a 70;B-Condutor Carro;57462
Centro-Oeste;Distrito Federal;Feminino;61 a 70;C-Condutor Caminhão;57
Centro-Oeste;Distrito Federal;Feminino;61 a 70;D-Condutor Ônibus;428
Centro-Oeste;Distrito Federal;Feminino;61 a 70;E-Condutor Carreta;4
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AB-Condutor Moto/Carro;145
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AD-Condutor Moto/Ônibus;8
Centro-Oeste;Distrito Federal;Feminino;71 a 80;AE-Condutor Moto/Carreta;1
Centro-Oeste;Distrito Federal;Feminino;71 a 80;B-Condutor Carro;25981
Centro-Oeste;Distrito Federal;Feminino;71 a 80;C-Condutor Caminhão;16
Centro-Oeste;Distrito Federal;Feminino;71 a 80;D-Condutor Ônibus;103
Centro-Oeste;Distrito Federal;Feminino;71 a 80;E-Condutor Carreta;1
Centro-Oeste;Distrito Federal;Feminino;81 a 90;AB-Condutor Moto/Carro;11
Centro-Oeste;Distrito Federal;Feminino;81 a 90;AD-Condutor Moto/Ônibus;1
Centro-Oeste;Distrito Federal;Feminino;81 a 90;B-Condutor Carro;7986
Centro-Oeste;Distrito Federal;Feminino;81 a 90;C-Condutor Caminhão;4
Centro-Oeste;Distrito Federal;Feminino;81 a 90;D-Condutor Ônibus;24
Centro-Oeste;Distrito Federal;Feminino;91 a 100;AB-Condutor Moto/Carro;5
Centro-Oeste;Distrito Federal;Feminino;91 a 100;B-Condutor Carro;1556
Centro-Oeste;Distrito Federal;Feminino;101 a 120;B-Condutor Carro;104
Centro-Oeste;Distrito Federal;Feminino;101 a 120;E-Condutor Carreta;1
Centro-Oeste;Goiás;Masculino;18 a 21;A-Condutor Moto;1163
Centro-Oeste;Goiás;Masculino;18 a 21;AB-Condutor Moto/Carro;46571
Centro-Oeste;Goiás;Masculino;18 a 21;AC-Condutor Moto/Caminhão;175
Centro-Oeste;Goiás;Masculino;18 a 21;AD-Condutor Moto/Ônibus;183
Centro-Oeste;Goiás;Masculino;18 a 21;AE-Condutor Moto/Carreta;15
Centro-Oeste;Goiás;Masculino;18 a 21;B-Condutor Carro;15003
Centro-Oeste;Goiás;Masculino;18 a 21;C-Condutor Caminhão;24
Centro-Oeste;Goiás;Masculino;18 a 21;D-Condutor Ônibus;17
Centro-Oeste;Goiás;Masculino;18 a 21;E-Condutor Carreta;1
Centro-Oeste;Goiás;Masculino;22 a 25;A-Condutor Moto;4366
Centro-Oeste;Goiás;Masculino;22 a 25;AB-Condutor Moto/Carro;93595
Centro-Oeste;Goiás;Masculino;22 a 25;AC-Condutor Moto/Caminhão;411
Centro-Oeste;Goiás;Masculino;22 a 25;AD-Condutor Moto/Ônibus;4029
Centro-Oeste;Goiás;Masculino;22 a 25;AE-Condutor Moto/Carreta;645
Centro-Oeste;Goiás;Masculino;22 a 25;B-Condutor Carro;27430
Centro-Oeste;Goiás;Masculino;22 a 25;C-Condutor Caminhão;47
Centro-Oeste;Goiás;Masculino;22 a 25;D-Condutor Ônibus;322
Centro-Oeste;Goiás;Masculino;22 a 25;E-Condutor Carreta;62
Centro-Oeste;Goiás;Masculino;26 a 30;A-Condutor Moto;8668
Centro-Oeste;Goiás;Masculino;26 a 30;AB-Condutor Moto/Carro;136203
Centro-Oeste;Goiás;Masculino;26 a 30;AC-Condutor Moto/Caminhão;1033
Centro-Oeste;Goiás;Masculino;26 a 30;AD-Condutor Moto/Ônibus;13600
Centro-Oeste;Goiás;Masculino;26 a 30;AE-Condutor Moto/Carreta;3778
Centro-Oeste;Goiás;Masculino;26 a 30;B-Condutor Carro;34512
Centro-Oeste;Goiás;Masculino;26 a 30;C-Condutor Caminhão;96
Centro-Oeste;Goiás;Masculino;26 a 30;D-Condutor Ônibus;982
Centro-Oeste;Goiás;Masculino;26 a 30;E-Condutor Carreta;215
Centro-Oeste;Goiás;Masculino;31 a 40;A-Condutor Moto;20607
Centro-Oeste;Goiás;Masculino;31 a 40;AB-Condutor Moto/Carro;258603
Centro-Oeste;Goiás;Masculino;31 a 40;AC-Condutor Moto/Caminhão;2870
Centro-Oeste;Goiás;Masculino;31 a 40;AD-Condutor Moto/Ônibus;56607
Centro-Oeste;Goiás;Masculino;31 a 40;AE-Condutor Moto/Carreta;23047
Centro-Oeste;Goiás;Masculino;31 a 40;B-Condutor Carro;72100
Centro-Oeste;Goiás;Masculino;31 a 40;C-Condutor Caminhão;481
Centro-Oeste;Goiás;Masculino;31 a 40;D-Condutor Ônibus;6113
Centro-Oeste;Goiás;Masculino;31 a 40;E-Condutor Carreta;2302
Centro-Oeste;Goiás;Masculino;41 a 50;A-Condutor Moto;14731
Centro-Oeste;Goiás;Masculino;41 a 50;AB-Condutor Moto/Carro;172632
Centro-Oeste;Goiás;Masculino;41 a 50;AC-Condutor Moto/Caminhão;8195
Centro-Oeste;Goiás;Masculino;41 a 50;AD-Condutor Moto/Ônibus;53386
Centro-Oeste;Goiás;Masculino;41 a 50;AE-Condutor Moto/Carreta;24812
Centro-Oeste;Goiás;Masculino;41 a 50;B-Condutor Carro;80085
Centro-Oeste;Goiás;Masculino;41 a 50;C-Condutor Caminhão;3304
Centro-Oeste;Goiás;Masculino;41 a 50;D-Condutor Ônibus;14636
Centro-Oeste;Goiás;Masculino;41 a 50;E-Condutor Carreta;7448
Centro-Oeste;Goiás;Masculino;51 a 60;A-Condutor Moto;9751
Centro-Oeste;Goiás;Masculino;51 a 60;AB-Condutor Moto/Carro;97221
Centro-Oeste;Goiás;Masculino;51 a 60;AC-Condutor Moto/Caminhão;12600
Centro-Oeste;Goiás;Masculino;51 a 60;AD-Condutor Moto/Ônibus;35167
Centro-Oeste;Goiás;Masculino;51 a 60;AE-Condutor Moto/Carreta;12851
Centro-Oeste;Goiás;Masculino;51 a 60;B-Condutor Carro;75962
Centro-Oeste;Goiás;Masculino;51 a 60;C-Condutor Caminhão;8274
Centro-Oeste;Goiás;Masculino;51 a 60;D-Condutor Ônibus;21026
Centro-Oeste;Goiás;Masculino;51 a 60;E-Condutor Carreta;7740
Centro-Oeste;Goiás;Masculino;51 a 60;XC-Condutor Ciclomotor/Caminhão;1
Centro-Oeste;Goiás;Masculino;61 a 70;A-Condutor Moto;4336
Centro-Oeste;Goiás;Masculino;61 a 70;AB-Condutor Moto/Carro;40911
Centro-Oeste;Goiás;Masculino;61 a 70;AC-Condutor Moto/Caminhão;7567
Centro-Oeste;Goiás;Masculino;61 a 70;AD-Condutor Moto/Ônibus;14199
Centro-Oeste;Goiás;Masculino;61 a 70;AE-Condutor Moto/Carreta;4427
Centro-Oeste;Goiás;Masculino;61 a 70;B-Condutor Carro;69859
Centro-Oeste;Goiás;Masculino;61 a 70;C-Condutor Caminhão;12477
Centro-Oeste;Goiás;Masculino;61 a 70;D-Condutor Ônibus;19416
Centro-Oeste;Goiás;Masculino;61 a 70;E-Condutor Carreta;6332
Centro-Oeste;Goiás;Masculino;71 a 80;A-Condutor Moto;1415
Centro-Oeste;Goiás;Masculino;71 a 80;AB-Condutor Moto/Carro;14493
Centro-Oeste;Goiás;Masculino;71 a 80;AC-Condutor Moto/Caminhão;1677
Centro-Oeste;Goiás;Masculino;71 a 80;AD-Condutor Moto/Ônibus;2854
Centro-Oeste;Goiás;Masculino;71 a 80;AE-Condutor Moto/Carreta;482
Centro-Oeste;Goiás;Masculino;71 a 80;B-Condutor Carro;50193
Centro-Oeste;Goiás;Masculino;71 a 80;C-Condutor Caminhão;6122
Centro-Oeste;Goiás;Masculino;71 a 80;D-Condutor Ônibus;8474
Centro-Oeste;Goiás;Masculino;71 a 80;E-Condutor Carreta;1634
Centro-Oeste;Goiás;Masculino;81 a 90;A-Condutor Moto;353
Centro-Oeste;Goiás;Masculino;81 a 90;AB-Condutor Moto/Carro;3614
Centro-Oeste;Goiás;Masculino;81 a 90;AC-Condutor Moto/Caminhão;315
Centro-Oeste;Goiás;Masculino;81 a 90;AD-Condutor Moto/Ônibus;528
Centro-Oeste;Goiás;Masculino;81 a 90;AE-Condutor Moto/Carreta;28
Centro-Oeste;Goiás;Masculino;81 a 90;B-Condutor Carro;24065
Centro-Oeste;Goiás;Masculino;81 a 90;C-Condutor Caminhão;2526
Centro-Oeste;Goiás;Masculino;81 a 90;D-Condutor Ônibus;3352
Centro-Oeste;Goiás;Masculino;81 a 90;E-Condutor Carreta;256
Centro-Oeste;Goiás;Masculino;91 a 100;A-Condutor Moto;38
Centro-Oeste;Goiás;Masculino;91 a 100;AB-Condutor Moto/Carro;505
Centro-Oeste;Goiás;Masculino;91 a 100;AC-Condutor Moto/Caminhão;26
Centro-Oeste;Goiás;Masculino;91 a 100;AD-Condutor Moto/Ônibus;39
Centro-Oeste;Goiás;Masculino;91 a 100;AE-Condutor Moto/Carreta;1
Centro-Oeste;Goiás;Masculino;91 a 100;B-Condutor Carro;8000
Centro-Oeste;Goiás;Masculino;91 a 100;C-Condutor Caminhão;344
Centro-Oeste;Goiás;Masculino;91 a 100;D-Condutor Ônibus;518
Centro-Oeste;Goiás;Masculino;91 a 100;E-Condutor Carreta;23
Centro-Oeste;Goiás;Masculino;101 a 120;A-Condutor Moto;1
Centro-Oeste;Goiás;Masculino;101 a 120;AB-Condutor Moto/Carro;24
Centro-Oeste;Goiás;Masculino;101 a 120;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Goiás;Masculino;101 a 120;AD-Condutor Moto/Ônibus;1
Centro-Oeste;Goiás;Masculino;101 a 120;B-Condutor Carro;957
Centro-Oeste;Goiás;Masculino;101 a 120;C-Condutor Caminhão;13
Centro-Oeste;Goiás;Masculino;101 a 120;D-Condutor Ônibus;19
Centro-Oeste;Goiás;Feminino;18 a 21;A-Condutor Moto;603
Centro-Oeste;Goiás;Feminino;18 a 21;AB-Condutor Moto/Carro;18503
Centro-Oeste;Goiás;Feminino;18 a 21;AC-Condutor Moto/Caminhão;2
Centro-Oeste;Goiás;Feminino;18 a 21;AD-Condutor Moto/Ônibus;5
Centro-Oeste;Goiás;Feminino;18 a 21;B-Condutor Carro;17649
Centro-Oeste;Goiás;Feminino;22 a 25;A-Condutor Moto;2360
Centro-Oeste;Goiás;Feminino;22 a 25;AB-Condutor Moto/Carro;43771
Centro-Oeste;Goiás;Feminino;22 a 25;AC-Condutor Moto/Caminhão;11
Centro-Oeste;Goiás;Feminino;22 a 25;AD-Condutor Moto/Ônibus;134
Centro-Oeste;Goiás;Feminino;22 a 25;AE-Condutor Moto/Carreta;3
Centro-Oeste;Goiás;Feminino;22 a 25;B-Condutor Carro;35914
Centro-Oeste;Goiás;Feminino;22 a 25;C-Condutor Caminhão;1
Centro-Oeste;Goiás;Feminino;22 a 25;D-Condutor Ônibus;16
Centro-Oeste;Goiás;Feminino;22 a 25;E-Condutor Carreta;2
Centro-Oeste;Goiás;Feminino;26 a 30;A-Condutor Moto;5971
Centro-Oeste;Goiás;Feminino;26 a 30;AB-Condutor Moto/Carro;73716
Centro-Oeste;Goiás;Feminino;26 a 30;AC-Condutor Moto/Caminhão;18
Centro-Oeste;Goiás;Feminino;26 a 30;AD-Condutor Moto/Ônibus;572
Centro-Oeste;Goiás;Feminino;26 a 30;AE-Condutor Moto/Carreta;59
Centro-Oeste;Goiás;Feminino;26 a 30;B-Condutor Carro;53539
Centro-Oeste;Goiás;Feminino;26 a 30;C-Condutor Caminhão;3
Centro-Oeste;Goiás;Feminino;26 a 30;D-Condutor Ônibus;74
Centro-Oeste;Goiás;Feminino;26 a 30;E-Condutor Carreta;2
Centro-Oeste;Goiás;Feminino;31 a 40;A-Condutor Moto;16633
Centro-Oeste;Goiás;Feminino;31 a 40;AB-Condutor Moto/Carro;150063
Centro-Oeste;Goiás;Feminino;31 a 40;AC-Condutor Moto/Caminhão;72
Centro-Oeste;Goiás;Feminino;31 a 40;AD-Condutor Moto/Ônibus;2543
Centro-Oeste;Goiás;Feminino;31 a 40;AE-Condutor Moto/Carreta;351
Centro-Oeste;Goiás;Feminino;31 a 40;B-Condutor Carro;128528
Centro-Oeste;Goiás;Feminino;31 a 40;C-Condutor Caminhão;30
Centro-Oeste;Goiás;Feminino;31 a 40;D-Condutor Ônibus;549
Centro-Oeste;Goiás;Feminino;31 a 40;E-Condutor Carreta;27
Centro-Oeste;Goiás;Feminino;41 a 50;A-Condutor Moto;13944
Centro-Oeste;Goiás;Feminino;41 a 50;AB-Condutor Moto/Carro;85348
Centro-Oeste;Goiás;Feminino;41 a 50;AC-Condutor Moto/Caminhão;117
Centro-Oeste;Goiás;Feminino;41 a 50;AD-Condutor Moto/Ônibus;1972
Centro-Oeste;Goiás;Feminino;41 a 50;AE-Condutor Moto/Carreta;347
Centro-Oeste;Goiás;Feminino;41 a 50;B-Condutor Carro;128192
Centro-Oeste;Goiás;Feminino;41 a 50;C-Condutor Caminhão;70
Centro-Oeste;Goiás;Feminino;41 a 50;D-Condutor Ônibus;1000
Centro-Oeste;Goiás;Feminino;41 a 50;E-Condutor Carreta;79
Centro-Oeste;Goiás;Feminino;51 a 60;A-Condutor Moto;6139
Centro-Oeste;Goiás;Feminino;51 a 60;AB-Condutor Moto/Carro;28334
Centro-Oeste;Goiás;Feminino;51 a 60;AC-Condutor Moto/Caminhão;161
Centro-Oeste;Goiás;Feminino;51 a 60;AD-Condutor Moto/Ônibus;676
Centro-Oeste;Goiás;Feminino;51 a 60;AE-Condutor Moto/Carreta;98
Centro-Oeste;Goiás;Feminino;51 a 60;B-Condutor Carro;99488
Centro-Oeste;Goiás;Feminino;51 a 60;C-Condutor Caminhão;200
Centro-Oeste;Goiás;Feminino;51 a 60;D-Condutor Ônibus;855
Centro-Oeste;Goiás;Feminino;51 a 60;E-Condutor Carreta;71
Centro-Oeste;Goiás;Feminino;61 a 70;A-Condutor Moto;1155
Centro-Oeste;Goiás;Feminino;61 a 70;AB-Condutor Moto/Carro;4633
Centro-Oeste;Goiás;Feminino;61 a 70;AC-Condutor Moto/Caminhão;35
Centro-Oeste;Goiás;Feminino;61 a 70;AD-Condutor Moto/Ônibus;106
Centro-Oeste;Goiás;Feminino;61 a 70;AE-Condutor Moto/Carreta;22
Centro-Oeste;Goiás;Feminino;61 a 70;B-Condutor Carro;59596
Centro-Oeste;Goiás;Feminino;61 a 70;C-Condutor Caminhão;167
Centro-Oeste;Goiás;Feminino;61 a 70;D-Condutor Ônibus;371
Centro-Oeste;Goiás;Feminino;61 a 70;E-Condutor Carreta;20
Centro-Oeste;Goiás;Feminino;71 a 80;A-Condutor Moto;115
